10	111806
10	110366
10	110273
10	110219
10	110398
10	110538
10	110305
10	110418
10	110295
10	110257
20	55229
20	55748
20	58754
20	55398
20	55479
20	55153
20	55232
20	55153
20	55136
20	55334
20	55172
20	55320
20	55127
20	55566
20	55301
20	55189
20	55129
20	55108
20	55144
20	55121
30	36824
30	36741
30	36791
30	36774
30	36761
30	36748
30	36832
30	36779
30	36771
30	36800
30	36784
30	36809
30	36760
30	36767
30	36779
30	36737
30	37133
30	36782
30	36760
30	36740
30	36750
30	36743
30	36753
30	36737
30	36782
30	36779
30	37199
30	36870
30	36762
30	37103
40	27564
40	27549
40	27551
40	27634
40	27573
40	27938
40	27762
40	27798
40	27832
40	28222
40	28220
40	28606
40	28042
40	29101
40	28054
40	27995
40	27954
40	27710
40	28003
40	27983
40	28101
40	28216
40	28726
40	28106
40	28074
40	27921
40	27805
40	27596
40	27542
40	27691
40	27541
40	27669
40	27636
40	27563
40	27566
40	27632
40	27616
40	27562
40	27559
40	27581
50	22041
50	22125
50	22049
50	22058
50	22208
50	22212
50	22240
50	22416
50	22541
50	22495
50	23162
50	22470
50	22388
50	22403
50	22205
50	22123
50	22038
50	22045
50	22200
50	22068
50	22087
50	22116
50	22048
50	22109
50	22058
50	22084
50	22052
50	22076
50	22033
50	22050
50	22052
50	22052
50	22125
50	22029
50	22087
50	22440
50	22089
50	22043
50	22068
50	22086
50	22048
50	22046
50	22043
50	22217
50	22087
50	22118
50	22089
50	22069
50	22448
50	22094
60	18388
60	18395
60	18375
60	18373
60	18415
60	18371
60	18368
60	18491
60	18382
60	18376
60	18368
60	18373
60	18367
60	18374
60	18364
60	18374
60	18635
60	18374
60	18391
60	18396
60	18385
60	18462
60	18407
60	18382
60	18362
60	18367
60	18443
60	18624
60	18367
60	18380
60	18366
60	18417
60	18427
60	18374
60	18377
60	18398
60	18371
60	18438
60	18365
60	18364
60	18380
60	18372
60	18383
60	18374
60	18383
60	18429
60	18378
60	18377
60	18417
60	18373
60	18411
60	18378
60	18373
60	18383
60	18370
60	18369
60	18371
60	18431
60	18354
60	18536
70	15742
70	15751
70	15736
70	15742
70	15750
70	15838
70	15760
70	15775
70	15768
70	15929
70	15785
70	15766
70	15770
70	15944
70	15783
70	15748
70	15739
70	15749
70	15743
70	15757
70	15770
70	15748
70	15755
70	15761
70	15765
70	15771
70	15755
70	15776
70	15766
70	15861
70	15735
70	15752
70	15739
70	15769
70	15733
70	16146
70	15767
70	21521
70	15845
70	15754
70	15751
70	15748
70	15740
70	15749
70	15749
70	15744
70	16728
70	15767
70	15768
70	15900
70	15824
70	15742
70	15826
70	15783
70	15754
70	15748
70	15743
70	15757
70	15748
70	15740
70	15748
70	15750
70	15773
70	15759
70	15771
70	15785
70	15754
70	15730
70	15739
70	15890
80	13776
80	13779
80	13847
80	13773
80	14237
80	13848
80	13826
80	13792
80	13797
80	13793
80	13777
80	13767
80	13786
80	13781
80	13783
80	13808
80	13787
80	13827
80	13784
80	13788
80	13774
80	13801
80	13782
80	13776
80	13781
80	13807
80	13773
80	13875
80	13814
80	13831
80	13790
80	13870
80	13809
80	13785
80	13945
80	13784
80	13796
80	13784
80	13795
80	13869
80	13787
80	13793
80	13795
80	13793
80	13801
80	13794
80	13796
80	13785
80	13790
80	13787
80	13774
80	13790
80	13791
80	13797
80	13767
80	13779
80	13790
80	13790
80	13777
80	13790
80	13795
80	13770
80	13788
80	14017
80	13792
80	13777
80	14059
80	14223
80	13773
80	13776
80	13812
80	13789
80	13785
80	13789
80	13773
80	13779
80	13936
80	13794
80	13849
80	13774
90	12255
90	12250
90	12256
90	12252
90	12252
90	12245
90	12249
90	12257
90	12249
90	12248
90	12249
90	12247
90	12256
90	12308
90	12241
90	12269
90	12268
90	12250
90	12250
90	12244
90	12248
90	12240
90	12247
90	12284
90	12247
90	12245
90	12266
90	12462
90	12243
90	12250
90	12271
90	12960
90	12536
90	12265
90	12247
90	12259
90	12250
90	12304
90	12257
90	12247
90	12251
90	12240
90	12245
90	12287
90	12244
90	12246
90	12250
90	12259
90	12252
90	12247
90	12255
90	12277
90	12250
90	12282
90	12277
90	12289
90	12242
90	12279
90	12239
90	12244
90	12258
90	12254
90	12257
90	12273
90	12258
90	12306
90	12260
90	12261
90	12279
90	12252
90	12260
90	12261
90	12263
90	12262
90	12250
90	12250
90	12257
90	12370
90	12268
90	12276
90	12248
90	12246
90	12245
90	12300
90	12275
90	12248
90	12241
90	12242
90	12250
90	12250
100	11027
100	11033
100	11024
100	11026
100	11380
100	11060
100	11025
100	11033
100	11023
100	11023
100	11024
100	11028
100	11028
100	11022
100	11540
100	11011
100	11028
100	11027
100	11186
100	11022
100	11018
100	11232
100	11034
100	11029
100	11127
100	11037
100	11020
100	11030
100	11022
100	11027
100	11032
100	11016
100	11016
100	11021
100	11039
100	11019
100	11029
100	11013
100	11017
100	11022
100	11021
100	11029
100	11037
100	13751
100	12602
100	11016
100	11021
100	11039
100	11041
100	11050
100	11070
100	11009
100	11030
100	11064
100	11007
100	11025
100	11027
100	11006
100	11027
100	11030
100	11027
100	11078
100	11021
100	11029
100	11134
100	11043
100	11168
100	11017
100	11026
100	11022
100	11023
100	11032
100	11022
100	11024
100	11025
100	11030
100	11027
100	11121
100	11028
100	11032
100	11027
100	11028
100	11017
100	11055
100	11030
100	11018
100	11022
100	11024
100	11058
100	11023
100	11017
100	11021
100	11025
100	11029
100	11112
100	11187
100	11099
100	11105
100	11171
100	11312
